id_avis,date,source,produit,texte,sentiment,note,langue,type_texte,est_vide,contient_url,contient_mention,contient_hashtag,contient_emoji,beaucoup_ponctuation,est_majuscules,repetition_caracteres,longueur,contient_chiffre,contient_caractere_special,contient_ponctuation_repetee,texte_clean,tokens,nombre_tokens,texte_final
AV0034,2026-04-14,email,SmartPhone X,La batterie se décharge beaucoup trop vite.,negatif,1,fr,texte normal,False,False,False,False,False,False,False,False,43,False,True,False,La batterie se décharge beaucoup trop vite.,"['La', 'batterie', 'se', 'décharge', 'beaucoup', 'trop', 'vite', '.']",8,la batterie se décharge beaucoup trop vite.
AV0035,2026-02-05,sav,SmartPhone Y,"Produit parfait, rien à signaler. https://example.com/commande/35",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,65,True,True,False,"Produit parfait, rien à signaler.","['Produit', 'parfait', ',', 'rien', 'à', 'signaler', '.']",7,"produit parfait, rien à signaler."
AV0036,2026-07-26,réseaux_sociaux,SmartPhone X,"Très bon produit, la qualité est au rendez-vous. https://example.com/commande/36",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,80,True,True,False,"Très bon produit, la qualité est au rendez-vous.","['Très', 'bon', 'produit', ',', 'la', 'qualité', 'est', 'au', 'rendez-vous', '.']",10,"très bon produit, la qualité est au rendez-vous."
AV0037,2026-02-12,sav,Écouteurs AirSound,"Très  bon  produit,  la  qualité  est  au  rendez-vous.",positif,4,fr,texte normal,False,False,False,False,False,False,False,False,55,False,True,False,"Très bon produit, la qualité est au rendez-vous.","['Très', 'bon', 'produit', ',', 'la', 'qualité', 'est', 'au', 'rendez-vous', '.']",10,"très bon produit, la qualité est au rendez-vous."
AV0039,2026-06-28,réseaux_sociaux,Ordinateur NovaBook,"Très bonne expérience, simple et efficace. #avis",positif,5,fr,texte normal,False,False,False,True,False,False,False,False,48,False,True,False,"Très bonne expérience, simple et efficace. avis","['Très', 'bonne', 'expérience', ',', 'simple', 'et', 'efficace', '.', 'avis']",9,"très bonne expérience, simple et efficace. avis"
AV0040,2026-02-25,web,Tablette TabPlus,La livraison s'est déroulée normalement. 😊,neutre,3,fr,texte normal,False,False,False,False,True,False,False,False,42,False,True,False,La livraison s'est déroulée normalement. 😊,"['La', 'livraison', ""s'est"", 'déroulée', 'normalement', '.', '😊']",7,la livraison s'est déroulée normalement. 😊
AV0041,2026-01-15,web,Tablette TabPlus,@client La qualité est correcte sans être exceptionnelle.,neutre,3,fr,texte normal,False,False,True,False,False,False,False,False,57,False,True,False,La qualité est correcte sans être exceptionnelle.,"['La', 'qualité', 'est', 'correcte', 'sans', 'être', 'exceptionnelle', '.']",8,la qualité est correcte sans être exceptionnelle.
AV0045,2026-03-03,email,Écouteurs AirSound,"@client Je recommande vivement, tout fonctionne parfaitement.",positif,5,fr,texte normal,False,False,True,False,False,False,False,False,61,False,True,False,"Je recommande vivement, tout fonctionne parfaitement.","['Je', 'recommande', 'vivement', ',', 'tout', 'fonctionne', 'parfaitement', '.']",8,"je recommande vivement, tout fonctionne parfaitement."
AV0046,2026-08-26,web,SmartPhone X,@client Excellent rapport qualité-prix.,positif,5,fr,texte normal,False,False,True,False,False,False,False,False,39,False,True,False,Excellent rapport qualité-prix.,"['Excellent', 'rapport', 'qualité-prix', '.']",4,excellent rapport qualité-prix.
AV0049,2026-01-03,réseaux_sociaux,SmartWatch Pro,Très satisfait de mon achat 👍,positif,5,fr,texte normal,False,False,False,False,True,False,False,False,29,False,True,False,Très satisfait de mon achat 👍,"['Très', 'satisfait', 'de', 'mon', 'achat', '👍']",6,très satisfait de mon achat 👍
AV0050,2026-01-30,web,Ordinateur NovaBook,"Produit reçu endommagé, je suis mécontent. 😊",negatif,1,fr,texte normal,False,False,False,False,True,False,False,False,44,False,True,False,"Produit reçu endommagé, je suis mécontent. 😊","['Produit', 'reçu', 'endommagé', ',', 'je', 'suis', 'mécontent', '.', '😊']",9,"produit reçu endommagé, je suis mécontent. 😊"
AV0052,2026-03-06,web,SmartPhone X,"Je viens de recevoir le produit, à voir dans le temps. https://example.com/commande/52",neutre,3,fr,texte normal,False,True,False,False,False,False,False,False,86,True,True,False,"Je viens de recevoir le produit, à voir dans le temps.","['Je', 'viens', 'de', 'recevoir', 'le', 'produit', ',', 'à', 'voir', 'dans', 'le', 'temps', '.']",13,"je viens de recevoir le produit, à voir dans le temps."
AV0053,2026-03-27,mobile,Ordinateur NovaBook,"Produit excellent, je suis très satisfait.",positif,5,fr,texte normal,False,False,False,False,False,False,False,False,42,False,True,False,"Produit excellent, je suis très satisfait.","['Produit', 'excellent', ',', 'je', 'suis', 'très', 'satisfait', '.']",8,"produit excellent, je suis très satisfait."
AV0054,2026-06-30,sav,Tablette TabPlus,Qualité décevante pour ce prix.,negatif,1,fr,texte normal,False,False,False,False,False,False,False,False,31,False,True,False,Qualité décevante pour ce prix.,"['Qualité', 'décevante', 'pour', 'ce', 'prix', '.']",6,qualité décevante pour ce prix.
AV0057,2026-04-01,réseaux_sociaux,Écouteurs AirSound,LA LIVRAISON A ÉTÉ TRÈS LONGUE.,negatif,1,fr,texte normal,False,False,False,False,False,False,True,False,31,False,True,False,LA LIVRAISON A ÉTÉ TRÈS LONGUE.,"['LA', 'LIVRAISON', 'A', 'ÉTÉ', 'TRÈS', 'LONGUE', '.']",7,la livraison a été très longue.
AV0058,2026-08-10,mobile,SmartPhone Y,"Produit  reçu  endommagé,  je  suis  mécontent.",negatif,2,fr,texte normal,False,False,False,False,False,False,False,False,47,False,True,False,"Produit reçu endommagé, je suis mécontent.","['Produit', 'reçu', 'endommagé', ',', 'je', 'suis', 'mécontent', '.']",8,"produit reçu endommagé, je suis mécontent."
AV0059,2026-07-20,sav,Ordinateur NovaBook,"@client Produit reçu endommagé, je suis mécontent.",negatif,1,fr,texte normal,False,False,True,False,False,False,False,False,50,False,True,False,"Produit reçu endommagé, je suis mécontent.","['Produit', 'reçu', 'endommagé', ',', 'je', 'suis', 'mécontent', '.']",8,"produit reçu endommagé, je suis mécontent."
AV0060,2026-07-21,web,Écouteurs AirSound,Le produit ne fonctionne déjà plus. !!!,negatif,1,fr,texte normal,False,False,False,False,False,False,False,True,39,False,True,True,Le produit ne fonctionne déjà plus. !!,"['Le', 'produit', 'ne', 'fonctionne', 'déjà', 'plus', '.', '!', '!']",9,le produit ne fonctionne déjà plus. !!
AV0061,2026-07-29,sav,SmartWatch Pro,La  livraison  a  été  très  longue.,negatif,2,fr,texte normal,False,False,False,False,False,False,False,False,36,False,True,False,La livraison a été très longue.,"['La', 'livraison', 'a', 'été', 'très', 'longue', '.']",7,la livraison a été très longue.
AV0063,2026-06-14,réseaux_sociaux,Écouteurs AirSound,"@client Très bonne expérience, simple et efficace.",positif,4,fr,texte normal,False,False,True,False,False,False,False,False,50,False,True,False,"Très bonne expérience, simple et efficace.","['Très', 'bonne', 'expérience', ',', 'simple', 'et', 'efficace', '.']",8,"très bonne expérience, simple et efficace."
AV0064,2026-01-30,email,SmartPhone Y,Produit correct pour son prix.,neutre,4,fr,texte normal,False,False,False,False,False,False,False,False,30,False,True,False,Produit correct pour son prix.,"['Produit', 'correct', 'pour', 'son', 'prix', '.']",6,produit correct pour son prix.
AV0066,2026-01-30,sav,Tablette TabPlus,L'utilisation est assez simple.,neutre,3,fr,texte normal,False,False,False,False,False,False,False,False,31,False,True,False,L'utilisation est assez simple.,"[""L'utilisation"", 'est', 'assez', 'simple', '.']",5,l'utilisation est assez simple.
AV0067,2026-05-14,réseaux_sociaux,Ordinateur NovaBook,Service client réactif et commande reçue rapidement.,positif,4,fr,texte normal,False,False,False,False,False,False,False,False,52,False,True,False,Service client réactif et commande reçue rapidement.,"['Service', 'client', 'réactif', 'et', 'commande', 'reçue', 'rapidement', '.']",8,service client réactif et commande reçue rapidement.
AV0068,2026-04-04,sav,SmartPhone X,La  qualité  est  correcte  sans  être  exceptionnelle.,neutre,4,fr,texte normal,False,False,False,False,False,False,False,False,55,False,True,False,La qualité est correcte sans être exceptionnelle.,"['La', 'qualité', 'est', 'correcte', 'sans', 'être', 'exceptionnelle', '.']",8,la qualité est correcte sans être exceptionnelle.
AV0069,2026-07-04,email,Tablette TabPlus,"MAUVAISE EXPÉRIENCE, JE NE RECOMMANDE PAS.",negatif,2,fr,texte normal,False,False,False,False,False,False,True,False,42,False,True,False,"MAUVAISE EXPÉRIENCE, JE NE RECOMMANDE PAS.","['MAUVAISE', 'EXPÉRIENCE', ',', 'JE', 'NE', 'RECOMMANDE', 'PAS', '.']",8,"mauvaise expérience, je ne recommande pas."
AV0071,2026-06-07,réseaux_sociaux,SmartWatch Pro,Service client réactif et commande reçue rapidement. !!!,positif,5,fr,texte normal,False,False,False,False,False,False,False,True,56,False,True,True,Service client réactif et commande reçue rapidement. !!,"['Service', 'client', 'réactif', 'et', 'commande', 'reçue', 'rapidement', '.', '!', '!']",10,service client réactif et commande reçue rapidement. !!
AV0072,2026-02-23,sav,Tablette TabPlus,"Très bonne expérience, simple et efficace. 😊",positif,4,fr,texte normal,False,False,False,False,True,False,False,False,44,False,True,False,"Très bonne expérience, simple et efficace. 😊","['Très', 'bonne', 'expérience', ',', 'simple', 'et', 'efficace', '.', '😊']",9,"très bonne expérience, simple et efficace. 😊"
AV0073,2026-04-24,mobile,Tablette TabPlus,Excellent rapport qualité-prix. https://example.com/commande/73,positif,5,fr,texte normal,False,True,False,False,False,False,False,False,63,True,True,False,Excellent rapport qualité-prix.,"['Excellent', 'rapport', 'qualité-prix', '.']",4,excellent rapport qualité-prix.
AV0074,2026-05-12,réseaux_sociaux,SmartWatch Pro,"Très bon produit, la qualité est au rendez-vous. 😊",positif,5,fr,texte normal,False,False,False,False,True,False,False,False,50,False,True,False,"Très bon produit, la qualité est au rendez-vous. 😊","['Très', 'bon', 'produit', ',', 'la', 'qualité', 'est', 'au', 'rendez-vous', '.', '😊']",11,"très bon produit, la qualité est au rendez-vous. 😊"
AV0076,2026-04-27,sav,Ordinateur NovaBook,EXCELLENT RAPPORT QUALITÉ-PRIX.,positif,5,fr,texte normal,False,False,False,False,False,False,True,False,31,False,True,False,EXCELLENT RAPPORT QUALITÉ-PRIX.,"['EXCELLENT', 'RAPPORT', 'QUALITÉ-PRIX', '.']",4,excellent rapport qualité-prix.
AV0077,2026-03-04,mobile,Ordinateur NovaBook,Excellent rapport qualité-prix. #avis,positif,5,fr,texte normal,False,False,False,True,False,False,False,False,37,False,True,False,Excellent rapport qualité-prix. avis,"['Excellent', 'rapport', 'qualité-prix', '.', 'avis']",5,excellent rapport qualité-prix. avis
AV0078,2026-02-15,réseaux_sociaux,Écouteurs AirSound,L'utilisation  est  assez  simple.,neutre,3,fr,texte normal,False,False,False,False,False,False,False,False,34,False,True,False,L'utilisation est assez simple.,"[""L'utilisation"", 'est', 'assez', 'simple', '.']",5,l'utilisation est assez simple.
AV0079,2026-02-04,sav,Ordinateur NovaBook,"Très bon produit, la qualité est au rendez-vous. https://example.com/commande/79",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,80,True,True,False,"Très bon produit, la qualité est au rendez-vous.","['Très', 'bon', 'produit', ',', 'la', 'qualité', 'est', 'au', 'rendez-vous', '.']",10,"très bon produit, la qualité est au rendez-vous."
AV0081,2026-03-08,mobile,Ordinateur NovaBook,Qualité décevante pour ce prix. https://example.com/commande/81,negatif,2,fr,texte normal,False,True,False,False,False,False,False,False,63,True,True,False,Qualité décevante pour ce prix.,"['Qualité', 'décevante', 'pour', 'ce', 'prix', '.']",6,qualité décevante pour ce prix.
AV0082,2026-04-23,web,Ordinateur NovaBook,"Je recommande vivement, tout fonctionne parfaitement. 😊",positif,5,fr,texte normal,False,False,False,False,True,False,False,False,55,False,True,False,"Je recommande vivement, tout fonctionne parfaitement. 😊","['Je', 'recommande', 'vivement', ',', 'tout', 'fonctionne', 'parfaitement', '.', '😊']",9,"je recommande vivement, tout fonctionne parfaitement. 😊"
AV0083,2026-08-17,réseaux_sociaux,SmartPhone X,@client La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr,texte normal,False,False,True,False,False,False,False,False,63,False,True,False,La batterie tient vraiment bien et l'écran est superbe.,"['La', 'batterie', 'tient', 'vraiment', 'bien', 'et', ""l'écran"", 'est', 'superbe', '.']",10,la batterie tient vraiment bien et l'écran est superbe.
AV0085,2026-04-17,web,SmartPhone Y,"Produit parfait, rien à signaler. https://example.com/commande/85",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,65,True,True,False,"Produit parfait, rien à signaler.","['Produit', 'parfait', ',', 'rien', 'à', 'signaler', '.']",7,"produit parfait, rien à signaler."
AV0086,2026-08-08,réseaux_sociaux,Écouteurs AirSound,"Je viens de recevoir le produit, à voir dans le temps.",neutre,3,fr,texte normal,False,False,False,False,False,False,False,False,54,False,True,False,"Je viens de recevoir le produit, à voir dans le temps.","['Je', 'viens', 'de', 'recevoir', 'le', 'produit', ',', 'à', 'voir', 'dans', 'le', 'temps', '.']",13,"je viens de recevoir le produit, à voir dans le temps."
AV0088,2026-05-05,mobile,SmartWatch Pro,"Je  viens  de  recevoir  le  produit,  à  voir  dans  le  temps.",neutre,4,fr,texte normal,False,False,False,False,False,False,False,False,64,False,True,False,"Je viens de recevoir le produit, à voir dans le temps.","['Je', 'viens', 'de', 'recevoir', 'le', 'produit', ',', 'à', 'voir', 'dans', 'le', 'temps', '.']",13,"je viens de recevoir le produit, à voir dans le temps."
AV0091,2026-02-04,sav,SmartPhone Y,"Très bon produit, la qualité est au rendez-vous. #avis",positif,4,fr,texte normal,False,False,False,True,False,False,False,False,54,False,True,False,"Très bon produit, la qualité est au rendez-vous. avis","['Très', 'bon', 'produit', ',', 'la', 'qualité', 'est', 'au', 'rendez-vous', '.', 'avis']",11,"très bon produit, la qualité est au rendez-vous. avis"
AV0092,2026-04-27,email,SmartWatch Pro,La  batterie  tient  vraiment  bien  et  l'écran  est  superbe.,positif,5,fr,texte normal,False,False,False,False,False,False,False,False,63,False,True,False,La batterie tient vraiment bien et l'écran est superbe.,"['La', 'batterie', 'tient', 'vraiment', 'bien', 'et', ""l'écran"", 'est', 'superbe', '.']",10,la batterie tient vraiment bien et l'écran est superbe.
AV0095,2026-08-03,web,Tablette TabPlus,"Je  recommande  vivement,  tout  fonctionne  parfaitement.",positif,4,fr,texte normal,False,False,False,False,False,False,False,False,58,False,True,False,"Je recommande vivement, tout fonctionne parfaitement.","['Je', 'recommande', 'vivement', ',', 'tout', 'fonctionne', 'parfaitement', '.']",8,"je recommande vivement, tout fonctionne parfaitement."
AV0097,2026-07-19,mobile,SmartWatch Pro,LA LIVRAISON S'EST DÉROULÉE NORMALEMENT.,neutre,3,fr,texte normal,False,False,False,False,False,False,True,False,40,False,True,False,LA LIVRAISON S'EST DÉROULÉE NORMALEMENT.,"['LA', 'LIVRAISON', ""S'EST"", 'DÉROULÉE', 'NORMALEMENT', '.']",6,la livraison s'est déroulée normalement.
AV0100,2026-05-17,sav,Ordinateur NovaBook,@client Le produit correspond globalement à la description.,neutre,4,fr,texte normal,False,False,True,False,False,False,False,False,59,False,True,False,Le produit correspond globalement à la description.,"['Le', 'produit', 'correspond', 'globalement', 'à', 'la', 'description', '.']",8,le produit correspond globalement à la description.
AV0101,2026-07-30,sav,SmartPhone X,"Produit excellent, je suis très satisfait. #avis",positif,5,fr,texte normal,False,False,False,True,False,False,False,False,48,False,True,False,"Produit excellent, je suis très satisfait. avis","['Produit', 'excellent', ',', 'je', 'suis', 'très', 'satisfait', '.', 'avis']",9,"produit excellent, je suis très satisfait. avis"
AV0102,2026-04-22,mobile,Ordinateur NovaBook,Excellent rapport qualité-prix. !!!,positif,5,fr,texte normal,False,False,False,False,False,False,False,True,35,False,True,True,Excellent rapport qualité-prix. !!,"['Excellent', 'rapport', 'qualité-prix', '.', '!', '!']",6,excellent rapport qualité-prix. !!
AV0105,2026-03-28,web,Écouteurs AirSound,Qualité décevante pour ce prix. #avis,negatif,1,fr,texte normal,False,False,False,True,False,False,False,False,37,False,True,False,Qualité décevante pour ce prix. avis,"['Qualité', 'décevante', 'pour', 'ce', 'prix', '.', 'avis']",7,qualité décevante pour ce prix. avis
AV0106,2026-04-01,email,SmartWatch Pro,Qualité  décevante  pour  ce  prix.,negatif,1,fr,texte normal,False,False,False,False,False,False,False,False,35,False,True,False,Qualité décevante pour ce prix.,"['Qualité', 'décevante', 'pour', 'ce', 'prix', '.']",6,qualité décevante pour ce prix.
AV0107,2026-05-13,mobile,SmartPhone X,"Produit parfait, rien à signaler.",positif,5,fr,texte normal,False,False,False,False,False,False,False,False,33,False,True,False,"Produit parfait, rien à signaler.","['Produit', 'parfait', ',', 'rien', 'à', 'signaler', '.']",7,"produit parfait, rien à signaler."
AV0111,2026-03-11,email,SmartWatch Pro,La batterie tient vraiment bien et l'écran est superbe. https://example.com/commande/111,positif,5,fr,texte normal,False,True,False,False,False,False,False,True,88,True,True,False,La batterie tient vraiment bien et l'écran est superbe.,"['La', 'batterie', 'tient', 'vraiment', 'bien', 'et', ""l'écran"", 'est', 'superbe', '.']",10,la batterie tient vraiment bien et l'écran est superbe.
